node_1,node_2,edge,chunk_id
temperature rise,fault occurrence indicator,hasProperty,567
Poor contact or open circuit,Failure,classifiedAs,568
Poor contact or open circuit,resistance value,hasProperty,568
fuse holder,Component,classifiedAs,568
fuse holder,resistance value,hasProperty,568
Resistance Step Measurement Method,DiagnosticTechnique,classifiedAs,568
Table 5.1,Resistance Step Measurement Method,isSubsectionOf,568
Figure 5.1: Resistance Step Measurement Method,Resistance Step Measurement Method,isSubsectionOf,568
Hierarchical Measurement Method,Voltage Step Measurement Method,isSubsectionOf,571
Voltage Step Measurement Method,contactor KM1,contains,571
contactor KM1,circuit,isPartOf,571
contactor KM1 coil failing to energize,Failure,classifiedAs,571
contactor KM1 coil failing to energize,contactor KM1,appliesTo,571
contactor KM1 coil failing to energize,contactor KM1 fails to energize,causes,571
start button SB2 is pressed,contactor KM1 coil failing to energize,causes,571
Resistance Step Measurement Method,Hierarchical Measurement Method,isSubsectionOf,571
Voltage Tiered Measurement Method,Figure 5.3,isSubsectionOf,572
Voltage Tiered Measurement Method,multimeter,contains,572
Voltage Tiered Measurement Method,open circuit,contains,572
multimeter,Equipment,classifiedAs,572
multimeter,AC voltage range of 500 V,hasProperty,572
open circuit,FailureMode,classifiedAs,572
open circuit,no voltage detected,causes,572
start button,Component,classifiedAs,572
stop button SB1 contact,Component,classifiedAs,572
stop button SB1 contact,open-circuited,hasProperty,572
Table 5.2: Voltages Measured by the Step-by-Step Method and Fault Causes,Table 5.2,isSubsectionOf,572
Table 5.2: Voltages Measured by the Step-by-Step Method and Fault Causes,step-by-step method,contains,572
step-by-step method,DiagnosticTechnique,classifiedAs,572
Stepwise Measurement Method,Fault Diagnosis and Repair of Electrical Systems,isSubsectionOf,575
Segmented Measurement Method,Fault Diagnosis and Repair of Electrical Systems,isSubsectionOf,575
Short-Circuit Method,Fault Diagnosis and Repair of Electrical Systems,isSubsectionOf,575
Stepwise Measurement Method,DiagnosticTechnique,classifiedAs,575
Segmented Measurement Method,DiagnosticTechnique,classifiedAs,575
Short-Circuit Method,DiagnosticTechnique,classifiedAs,575
Poor Connection,FailureMode,classifiedAs,575
Open-Circuit Fault,FailureMode,classifiedAs,575
Poor Connection,Normally Closed Contact,appliesTo,575
Open-Circuit Fault,Connecting Wire,appliesTo,575
Normally Closed Contact,Contactor KM2,isPartOf,575
Stepwise Measurement Method,Poor Connection,appliesTo,575
Segmented Measurement Method,Poor Connection,appliesTo,575
Short-Circuit Method,Open-Circuit Fault,appliesTo,575
Multimeter,Equipment,classifiedAs,575
Insulated Wire,Material,classifiedAs,575
Start Button SB2,Component,classifiedAs,575
Contactor KM1,Component,classifiedAs,575
Contactor KM2,Component,classifiedAs,575
Supply Voltage,220 V,hasProperty,575
Local Short-Circuit Method,Troubleshooting and Repair of Electrical Faults,isSubsectionOf,576
Local Short-Circuit Method,Short-Circuit Method,contains,576
Short-Circuit Method,DiagnosticTechnique,classifiedAs,576
Short-Circuit Method,involves using insulated wires while working on live circuits,hasProperty,576
Short-Circuit Method,open-circuit fault,appliesTo,576
open-circuit fault,FailureMode,classifiedAs,576
open-circuit fault,wire,appliesTo,576
open-circuit fault,contact,appliesTo,576
wire,Component,classifiedAs,576
contact,Component,classifiedAs,576
Short-Circuit Method,safety,isInfluencedBy,576
safety,EnvironmentalFactor,classifiedAs,576
Short-Circuit Method,electric shock accident,isInfluencedBy,576
electric shock accident,Failure,classifiedAs,576
Short-Circuit Method,open-circuit fault in resistor,appliesTo,576
Short-Circuit Method,open-circuit fault in coil,appliesTo,576
Short-Circuit Method,open-circuit fault in winding,appliesTo,576
resistor,Component,classifiedAs,576
coil,Component,classifiedAs,576
winding,Component,classifiedAs,576
Short-Circuit Method,short-circuit fault,isInfluencedBy,576
short-circuit fault,FailureMode,classifiedAs,576
Short-Circuit Method,electrical equipment,isInfluencedBy,576
electrical equipment,Equipment,classifiedAs,576
Short-Circuit Method,mechanical component,isInfluencedBy,576
mechanical component,Component,classifiedAs,576
Poor insulation,Failure,classifiedAs,577
Poor insulation,description,hasProperty,577
Poor insulation,severity,hasProperty,577
Poor insulation,occurrencePhase,hasProperty,577
Poor insulation,repairMethod,hasProperty,577
description,Poor insulation,appliesTo,577
severity,Poor insulation,appliesTo,577
occurrencePhase,Poor insulation,appliesTo,577
repairMethod,Poor insulation,appliesTo,577
Insulation failure caused by contaminants seeping into the wire connections,Failure,classifiedAs,578
Insulation failure caused by contaminants seeping into the wire connections,severity,hasProperty,578
Insulation failure caused by contaminants seeping into the wire connections,Insulation failure,causes,578
Insulation failure caused by contaminants seeping into the wire connections,Wipe with anhydrous alcohol,canBeMaintainedBy,578
Insulation failure caused by contaminants seeping into the wire connections,"Wipe with highly volatile, non-corrosive organic solvent",canBeMaintainedBy,578
Insulation failure caused by contaminants seeping into the wire connections,Contaminants,isInfluencedBy,578
Insulation failure caused by aging,Failure,classifiedAs,578
Insulation failure caused by aging,Insulation failure,causes,578
Wipe with anhydrous alcohol,MaintenanceMethod,classifiedAs,578
Wipe with anhydrous alcohol,Insulation failure caused by contaminants seeping into the wire connections,appliesTo,578
"Wipe with highly volatile, non-corrosive organic solvent",MaintenanceMethod,classifiedAs,578
"Wipe with highly volatile, non-corrosive organic solvent",Insulation failure caused by contaminants seeping into the wire connections,appliesTo,578
Contaminants,EnvironmentalFactor,classifiedAs,578
Contaminants,Insulation failure caused by contaminants seeping into the wire connections,causes,578
Aging,EnvironmentalFactor,classifiedAs,578
Aging,Insulation failure caused by aging,causes,578
Wire connections,Component,classifiedAs,578
Wire connections,Equipment,isPartOf,578
Insulation layers,Component,classifiedAs,578
Insulation layers,Equipment,isPartOf,578
Warning labels,Component,classifiedAs,578
Warning labels,Equipment,isPartOf,578
Plastic casings,Component,classifiedAs,578
Plastic casings,Equipment,isPartOf,578
Anhydrous alcohol,Material,classifiedAs,578
"Highly volatile, non-corrosive organic solvent",Material,classifiedAs,578
Insulation failure,FailureMode,classifiedAs,578
Insulation aging,FailureMode,classifiedAs,579
Insulation aging,brittleness,hasProperty,579
Insulation aging,cracking,hasProperty,579
Insulation aging,flaking,hasProperty,579
Insulation aging,whitening,hasProperty,579
High temperatures,Insulation aging,causes,579
Corrosive conditions,Insulation aging,causes,579
Insulation damage caused by external forces,FailureMode,classifiedAs,579
Wire Connection Fault,FailureMode,classifiedAs,579
Insulation layer,Wire,isPartOf,579
Insulating tape,Material,classifiedAs,579
Insulating sleeve,Material,classifiedAs,579
Braided wire,Material,classifiedAs,579
Copper-aluminum transition plate,Component,classifiedAs,579
Tin solder,Material,classifiedAs,579
Petroleum jelly,Material,classifiedAs,579
Terminal blocks,Component,classifiedAs,579
Silver-plated connectors,Component,classifiedAs,579
High-voltage arc method,DiagnosticTechnique,classifiedAs,579
Wire replacement,MaintenanceMethod,classifiedAs,579
Insulating tape bandaging,MaintenanceMethod,classifiedAs,579
Oxide layer removal,MaintenanceMethod,classifiedAs,579
Wire soldering,MaintenanceMethod,classifiedAs,579
Coil replacement,MaintenanceMethod,classifiedAs,579
Low-voltage electrical appliances,Equipment,classifiedAs,579
Programmable controllers,Equipment,classifiedAs,579
Electric motors,Equipment,classifiedAs,579
CNC machine tools,Equipment,classifiedAs,579
Common Faults and Maintenance of Low-Voltage Electrical Appliances,Fault Diagnosis and Maintenance of Electrical Systems,isSubsectionOf,579
Common Faults and Maintenance of Low-Voltage Electrical Appliances,Insulation aging,contains,579
Common Faults and Maintenance of Low-Voltage Electrical Appliances,Wire Connection Fault,contains,579
Common Faults and Maintenance of Low-Voltage Electrical Appliances,Low-voltage electrical appliances,contains,579
Fault Diagnosis and Maintenance of Electrical Systems,Common Faults and Maintenance of Low-Voltage Electrical Appliances,contains,579
Contactor,Introduction,isSubsectionOf,580
AC Contactor,Contactor,isSubsectionOf,580
Contactor,Equipment,classifiedAs,580
Contactor,low-voltage control circuits,appliesTo,580
Contactor,an electrical device used to automatically switch large-current circuits on or off,description,580
AC Contactor,Equipment,classifiedAs,580
AC Contactor,an electrical device that uses electromagnetic attraction combined with spring force to operate the closing and opening of its contacts,description,580
AC Contactor,Contactor,isPartOf,580
Electromagnetic system,Component,classifiedAs,580
Electromagnetic system,Contactor,isPartOf,580
Contact system,Component,classifiedAs,580
Contact system,Contactor,isPartOf,580
Main contacts,Component,classifiedAs,580
Main contacts,Contact system,isPartOf,580
Auxiliary contacts,Component,classifiedAs,580
Auxiliary contacts,Contact system,isPartOf,580
Electromagnetic coil,Component,classifiedAs,580
Electromagnetic coil,Electromagnetic system,isPartOf,580
Moving iron core,Component,classifiedAs,580
Moving iron core,Electromagnetic system,isPartOf,580
Stationary iron core,Component,classifiedAs,580
Stationary iron core,Electromagnetic system,isPartOf,580
Return spring,Component,classifiedAs,580
Return spring,Electromagnetic system,isPartOf,580
Electromagnetic attraction,DiagnosticTechnique,classifiedAs,580
Electromagnetic attraction,AC Contactor,appliesTo,580
Inspection,MaintenanceMethod,classifiedAs,580
Inspection,Contactor,appliesTo,580
Inspection,inspect the coil before checking the power supply and mechanical components to avoid unnecessary disassembly,description,580
Electrical inspection,Whether it's normal should be determined according to the following work steps,isSubsectionOf,581
Mechanical component inspection,Whether it's normal should be determined according to the following work steps,isSubsectionOf,581
Power-on inspection,Whether it's normal should be determined according to the following work steps,isSubsectionOf,581
Electrical inspection,contactor coil,contains,581
contactor coil,contactor,isPartOf,581
contactor coil,conductive terminals,hasProperty,581
contactor coil,resistance between 10 and several tens of ohms,hasProperty,581
high resistance,poor connections,causes,581
high resistance,open wires,causes,581
low resistance,short-circuiting,causes,581
Mechanical component inspection,armature,contains,581
armature,contactor,isPartOf,581
armature,smooth and free movement,hasProperty,581
sticking,FailureMode,classifiedAs,581
jamming,FailureMode,classifiedAs,581
contacts,contactor,isPartOf,581
contacts,defined travel distance,hasProperty,581
contacts,quick return to original position,hasProperty,581
contacts,perfect synchronization,hasProperty,581
Power-on inspection,coil,contains,581
coil,contactor,isPartOf,581
coil,rated voltage,hasProperty,581
contactor,reliable operation,hasProperty,581
noise,FailureMode,classifiedAs,581
contactor,quick reset,hasProperty,581
Coil Failure,Failure,classifiedAs,582
Coil Failure,name,hasProperty,582
Coil Failure,description,hasProperty,582
Coil Failure,type,hasProperty,582
Coil Failure,AC contactor,isPartOf,582
overheating burnout,FailureMode,classifiedAs,582
overheating burnout,Coil Failure,isPartOf,582
coil breakage,FailureMode,classifiedAs,582
coil breakage,Coil Failure,isPartOf,582
supply voltage too high,overheating burnout,causes,582
supply voltage too low,overheating burnout,causes,582
power supply frequency discrepancy,overheating burnout,causes,582
mechanical obstructions,overheating burnout,causes,582
uneven mating surfaces,overheating burnout,causes,582
poor ventilation,overheating burnout,causes,582
poor ventilation,EnvironmentalFactor,classifiedAs,582
excessive humidity,overheating burnout,causes,582
excessive humidity,EnvironmentalFactor,classifiedAs,582
abnormally high ambient temperatures,overheating burnout,causes,582
abnormally high ambient temperatures,EnvironmentalFactor,classifiedAs,582
overheating,coil breakage,causes,582
external physical damage,coil breakage,causes,582
replace coil,MaintenanceMethod,classifiedAs,582
replace coil,Coil Failure,canBeMaintainedBy,582
clean pole surfaces,MaintenanceMethod,classifiedAs,582
clean pole surfaces,Coil Failure,canBeMaintainedBy,582
replace iron core,MaintenanceMethod,classifiedAs,582
replace iron core,Coil Failure,canBeMaintainedBy,582
AC contactor,Equipment,classifiedAs,582
coil,Component,classifiedAs,582
coil,AC contactor,isPartOf,582
armature,Component,classifiedAs,582
armature,AC contactor,isPartOf,582
iron core,Component,classifiedAs,582
iron core,AC contactor,isPartOf,582
Contactor contact welding,Failure,classifiedAs,583
Contactor contact welding,severity,hasProperty,583
Contactor contact welding,description,hasProperty,583
Frequent device startups,Contactor contact welding,causes,583
Prolonged passage of currents exceeding the rated value,Contactor contact welding,causes,583
Short-circuit point on the load side,Contactor contact welding,causes,583
Contact pressure is abnormal,Contactor contact welding,causes,583
Severe oxidation and burn damage on the contact surfaces,Contactor contact welding,causes,583
Contactor,Equipment,classifiedAs,583
Contactor,name,hasProperty,583
Main contacts,Contactor,isPartOf,583
Main contacts,Component,classifiedAs,583
Electromechanical system fault diagnosis and repair case study guide,Contactor contact welding,canBeMaintainedBy,583
Electromechanical system fault diagnosis and repair case study guide,MaintenanceMethod,classifiedAs,583
Paper-strip method,DiagnosticTechnique,classifiedAs,583
Paper-strip method,Contact pressure,appliesTo,583
Contact overheating,FailureMode,classifiedAs,583
Contact welding,FailureMode,classifiedAs,583
Gasoline,Material,classifiedAs,583
Carbon tetrachloride,Material,classifiedAs,583
Contactor fails to pull in after being energized,Failure,classifiedAs,583
Contactor pulls in but then immediately releases,Failure,classifiedAs,583
Control circuit,Contactor,isPartOf,583
Control circuit,Component,classifiedAs,583
Electromagnetic coil,Contactor,isPartOf,583
Electromagnetic coil,Component,classifiedAs,583
Open circuit in the electromagnetic coil,Contactor fails to pull in after being energized,causes,583
Loose wiring screws,Contactor fails to pull in after being energized,causes,583
Broken electromagnetic coil,Contactor fails to pull in after being energized,causes,583
Stuck or jammed moving contacts,Contactor fails to pull in after being energized,causes,583
Rusted pivots,Contactor fails to pull in after being energized,causes,583
Skewed shafts,Contactor fails to pull in after being energized,causes,583
Poor contact in the auxiliary contacts,Contactor pulls in but then immediately releases,causes,583
Abnormal contactor engagement,Failure,classifiedAs,583
Excessively slow contactor operation,FailureMode,classifiedAs,583
Incomplete closure of the contacts,FailureMode,classifiedAs,583
Loose core attraction,FailureMode,classifiedAs,583
Unusual noises emanating from the core,FailureMode,classifiedAs,583
Control circuit's supply voltage drops below 85% of its rated value,Abnormal contactor engagement,causes,583
Improper spring pressure,Abnormal contactor engagement,causes,583
Core pole surfaces have expanded outward and become uneven,Abnormal contactor engagement,causes,583
Broken short-circuit rings,Abnormal contactor engagement,causes,583
"After the contactor coil is de-energized, the iron core fails to release",Failure,classifiedAs,583
Contactor core pole face was deformed due to impact,"After the contactor coil is de-energized, the iron core fails to release",causes,583
Excessive oil stains and dust buildup on the core pole faces,"After the contactor coil is de-energized, the iron core fails to release",causes,583
Insufficient spring pressure in the moving contact,"After the contactor coil is de-energized, the iron core fails to release",causes,583
Contactor contact welding,"After the contactor coil is de-energized, the iron core fails to release",causes,583
Installation does not meet requirements,"After the contactor coil is de-energized, the iron core fails to release",causes,583
Anti-rust oil on the new contactor core surface has not been removed,"After the contactor coil is de-energized, the iron core fails to release",causes,583
DC Contactor,Equipment,classifiedAs,583
General industrial DC contactors,Equipment,classifiedAs,583
Traction DC contactors,Equipment,classifiedAs,583
High-inductance DC contactors,Equipment,classifiedAs,583
Relay,Equipment,classifiedAs,583
Temperature relays,Equipment,classifiedAs,583
Current relays,Equipment,classifiedAs,583
Pressure relays,Equipment,classifiedAs,583
Speed relays,Equipment,classifiedAs,583
Time relays,Equipment,classifiedAs,583
Fault Diagnosis and Repair of Electrical Systems,Chapter 5,isSubsectionOf,583
Fault Diagnosis and Repair of Electrical Systems,Contactor contact welding,contains,583
Fault Diagnosis and Repair of Electrical Systems,Contactor fails to pull in after being energized,contains,583
Fault Diagnosis and Repair of Electrical Systems,Contactor pulls in but then immediately releases,contains,583
Fault Diagnosis and Repair of Electrical Systems,Abnormal contactor engagement,contains,583
Fault Diagnosis and Repair of Electrical Systems,"After the contactor coil is de-energized, the iron core fails to release",contains,583
Fault Diagnosis and Repair of Electrical Systems,DC Contactor,contains,583
Fault Diagnosis and Repair of Electrical Systems,Relay,contains,583
Thermal Relay,Equipment,classifiedAs,584
Thermal Relay,overload protection device,hasProperty,584
Thermal Relay,Electric motor,appliesTo,584
Electric motor,Equipment,classifiedAs,584
Bimetallic strip,Component,classifiedAs,584
Bimetallic strip,Thermal Relay,isPartOf,584
Resistance wire,Component,classifiedAs,584
Resistance wire,Thermal Relay,isPartOf,584
Resistance wire,heating element,hasProperty,584
Contacts,Component,classifiedAs,584
Contacts,Thermal Relay,isPartOf,584
Contacts,normally closed,hasProperty,584
Thermal relay is not properly connected to the main circuit or control circuit,Failure,classifiedAs,584
Thermal relay is not properly connected to the main circuit or control circuit,Thermal Relay,appliesTo,584
Blown heating element,FailureMode,classifiedAs,584
Blown heating element,Thermal relay is not properly connected to the main circuit or control circuit,causes,584
Desoldered connection,FailureMode,classifiedAs,584
Desoldered connection,Thermal relay is not properly connected to the main circuit or control circuit,causes,584
Multimeter,DiagnosticTechnique,classifiedAs,584
Multimeter,Blown heating element,appliesTo,584
Multimeter,Desoldered connection,appliesTo,584
Visual inspection,DiagnosticTechnique,classifiedAs,584
Visual inspection,Blown heating element,appliesTo,584
Visual inspection,Desoldered connection,appliesTo,584
Replacement,MaintenanceMethod,classifiedAs,584
Replacement,Blown heating element,appliesTo,584
Resoldering,MaintenanceMethod,classifiedAs,584
Resoldering,Desoldered connection,appliesTo,584
Improper setting current adjustment cam position,FailureMode,classifiedAs,584
Improper setting current adjustment cam position,Thermal relay is not properly connected to the main circuit or control circuit,causes,584
Burned out normally closed contact,FailureMode,classifiedAs,584
Burned out normally closed contact,Thermal relay is not properly connected to the main circuit or control circuit,causes,584
Adjustment,MaintenanceMethod,classifiedAs,584
Adjustment,Improper setting current adjustment cam position,appliesTo,584
Replacement,Burned out normally closed contact,appliesTo,584
Loose wiring screws,FailureMode,classifiedAs,584
Loose wiring screws,Thermal relay is not properly connected to the main circuit or control circuit,causes,584
Tightening,MaintenanceMethod,classifiedAs,584
Tightening,Loose wiring screws,appliesTo,584
Thermal relay malfunction,Failure,classifiedAs,584
Thermal relay malfunction,Thermal Relay,appliesTo,584
Frequent motor starts,FailureMode,classifiedAs,584
Frequent motor starts,Thermal relay malfunction,causes,584
Extended motor start time,FailureMode,classifiedAs,584
Extended motor start time,Thermal relay malfunction,causes,584
Limit motor startups,MaintenanceMethod,classifiedAs,584
Limit motor startups,Frequent motor starts,appliesTo,584
Use semiconductor thermistor temperature relay,MaintenanceMethod,classifiedAs,584
Use semiconductor thermistor temperature relay,Frequent motor starts,appliesTo,584
Short-circuiting the thermal relay during startup,MaintenanceMethod,classifiedAs,584
Short-circuiting the thermal relay during startup,Extended motor start time,appliesTo,584
Error in thermal relay’s current adjustment scale,FailureMode,classifiedAs,584
Error in thermal relay’s current adjustment scale,Thermal relay malfunction,causes,584
Current adjustment procedure,MaintenanceMethod,classifiedAs,584
Current adjustment procedure,Error in thermal relay’s current adjustment scale,appliesTo,584
Dramatic motor load increase,FailureMode,classifiedAs,584
Dramatic motor load increase,Thermal relay malfunction,causes,584
Loose adjusting components,FailureMode,classifiedAs,584
Loose adjusting components,Thermal relay malfunction,causes,584
Identify and resolve root cause,MaintenanceMethod,classifiedAs,584
Identify and resolve root cause,Dramatic motor load increase,appliesTo,584
Tighten loose parts and readjust,MaintenanceMethod,classifiedAs,584
Tighten loose parts and readjust,Loose adjusting components,appliesTo,584
"Motor burned out, thermal relay not tripped",Failure,classifiedAs,584
"Motor burned out, thermal relay not tripped",Electric motor,appliesTo,584
"Motor burned out, thermal relay not tripped",Thermal Relay,appliesTo,584
Inaccurate adjustment scale (overestimated),FailureMode,classifiedAs,584
Inaccurate adjustment scale (overestimated),"Motor burned out, thermal relay not tripped",causes,584
Loose adjusting components leading to high set current,FailureMode,classifiedAs,584
Loose adjusting components leading to high set current,"Motor burned out, thermal relay not tripped",causes,584
Adjusting thermal relay's scale,MaintenanceMethod,classifiedAs,584
Adjusting thermal relay's scale,Inaccurate adjustment scale (overestimated),appliesTo,584
Adjusting thermal relay's scale,Loose adjusting components leading to high set current,appliesTo,584
Jammed operating mechanism,FailureMode,classifiedAs,584
Jammed operating mechanism,"Motor burned out, thermal relay not tripped",causes,584
Permanent deformation of bimetallic strip,FailureMode,classifiedAs,584
Permanent deformation of bimetallic strip,"Motor burned out, thermal relay not tripped",causes,584
Inspect operating mechanism and reinsert guide plate,MaintenanceMethod,classifiedAs,584
Inspect operating mechanism and reinsert guide plate,Jammed operating mechanism,appliesTo,584
Replacement,Permanent deformation of bimetallic strip,appliesTo,584
Incorrect bimetallic strip installation,FailureMode,classifiedAs,584
Incorrect bimetallic strip installation,"Motor burned out, thermal relay not tripped",causes,584
Wrong heating element used,FailureMode,classifiedAs,584
Wrong heating element used,"Motor burned out, thermal relay not tripped",causes,584
Damage to self-cooling fan,FailureMode,classifiedAs,584
Damage to self-cooling fan,"Motor burned out, thermal relay not tripped",causes,584
Blocked air ducts,FailureMode,classifiedAs,584
Blocked air ducts,"Motor burned out, thermal relay not tripped",causes,584
Higher ambient temperatures,EnvironmentalFactor,classifiedAs,584
Higher ambient temperatures,"Motor burned out, thermal relay not tripped",causes,584
Plastic-insulated copper wire,Material,classifiedAs,584
Plastic-insulated copper wire,Thermal Relay,appliesTo,584
Plastic-insulated copper wire,cross-sectional area,hasProperty,584
Speed Relay,Equipment,classifiedAs,585
Speed Relay,description,hasProperty,585
description,Attribute,type,585
description,"A relay, also known as a reverse-connection braking relay, works in conjunction with a contactor to enable braking of an electric motor.",value,585
Stator,Component,classifiedAs,585
Stator,Speed Relay,isPartOf,585
Stator,description,hasProperty,585
description,Attribute,type,585
description,"Fixed to a mounting bracket, constructed from stacked silicon steel laminations and equipped with a squirrel-cage winding.",value,585
Rotor,Component,classifiedAs,585
Rotor,Speed Relay,isPartOf,585
Rotor,description,hasProperty,585
description,Attribute,type,585
description,"A permanent magnet, directly connected to the shaft of the motor being controlled.",value,585
Contacts,Component,classifiedAs,585
Contacts,Speed Relay,isPartOf,585
JY1 series,Equipment,classifiedAs,585
JY1 series,Speed Relay,appliesTo,585
JY1 series,description,hasProperty,585
description,Attribute,type,585
description,Can reliably operate at speeds up to 3600 r/min.,value,585
JF20-1 model,Equipment,classifiedAs,585
JF20-1 model,Speed Relay,appliesTo,585
JF20-1 model,description,hasProperty,585
description,Attribute,type,585
description,Suitable for applications with speeds ranging from 300 to 1000 r/min.,value,585
JF20-2 model,Equipment,classifiedAs,585
JF20-2 model,Speed Relay,appliesTo,585
JF20-2 model,description,hasProperty,585
description,Attribute,type,585
description,Designed for speeds between 1000 and 3600 r/min.,value,585
"Common Faults of Speed Relays, Their Causes, and Repair Methods",Section,classifiedAs,585
"Common Faults of Speed Relays, Their Causes, and Repair Methods",Speed Relay,contains,585
Bakelite handle,Speed relay,isPartOf,586
Bakelite handle,Component,classifiedAs,586
Bakelite handle,Broken,hasProperty,586
Broken,FailureMode,classifiedAs,586
Broken bakelite handle,Replacement,canBeMaintainedBy,586
Replacement,MaintenanceMethod,classifiedAs,586
Poor contact,FailureMode,classifiedAs,586
Poor contact,Moving contact,appliesTo,586
Moving contact,Speed relay,isPartOf,586
Moving contact,Component,classifiedAs,586
Poor contact of moving contact,Repair contact,canBeMaintainedBy,586
Repair contact,MaintenanceMethod,classifiedAs,586
Repair contact,Clean contact surface,hasProperty,586
Clean contact surface,MaintenanceMethod,classifiedAs,586
Repair contact,Adjust spring clip position,hasProperty,586
Adjust spring clip position,MaintenanceMethod,classifiedAs,586
Spring clip,Speed relay,isPartOf,586
Spring clip,Component,classifiedAs,586
Speed relay,Equipment,classifiedAs,586
Reverse the positive and negative contacts,Maintenance Procedures,isSubsectionOf,588
Reverse the positive and negative contacts,positive terminal,contains,588
Reverse the positive and negative contacts,negative terminal,contains,588
positive terminal,speed relay,isPartOf,588
negative terminal,speed relay,isPartOf,588
speed relay,Equipment,classifiedAs,588
speed relay,operates at higher speeds,hasProperty,588
The speed relay operates at higher speeds,Failure Symptoms,isSubsectionOf,588
The speed relay operates at higher speeds,speed relay,contains,588
"At that time, the normally closed contact does not close",Failure Symptoms,isSubsectionOf,588
"At that time, the normally closed contact does not close",normally closed contact,contains,588
normally closed contact,speed relay,isPartOf,588
normally closed contact does not close,FailureMode,classifiedAs,588
"Replace the rotor with a demagnetized permanent magnet, then re-magnetize the rotor",Maintenance Procedures,isSubsectionOf,588
"Replace the rotor with a demagnetized permanent magnet, then re-magnetize the rotor",rotor,contains,588
"Replace the rotor with a demagnetized permanent magnet, then re-magnetize the rotor",permanent magnet,contains,588
rotor,speed relay,isPartOf,588
permanent magnet,rotor,isPartOf,588
permanent magnet,Material,classifiedAs,588
demagnetized permanent magnet,Failure,classifiedAs,588
The counterforce spring of the speed relay Improper adjustment,Failure Causes,isSubsectionOf,588
The counterforce spring of the speed relay Improper adjustment,counterforce spring,contains,588
counterforce spring,speed relay,isPartOf,588
Improper adjustment,Failure,classifiedAs,588
Improper adjustment,speed relay operates at higher speeds,causes,588
Improper adjustment,normally closed contact does not close,causes,588
"Adjust the position and shape of the spring clip, and reposition the adjusting screw",5.5.3 Fuse,isSubsectionOf,589
Contact point malfunction,5.5.3 Fuse,isSubsectionOf,589
Action value is abnormal,5.5.3 Fuse,isSubsectionOf,589
Improper installation causing slippage,5.5.3 Fuse,isSubsectionOf,589
spring clip,Fuse,isPartOf,589
adjusting screw,Fuse,isPartOf,589
pin,Fuse,isPartOf,589
reaction spring,Fuse,isPartOf,589
contact points,Fuse,isPartOf,589
Contact point malfunction,FailureMode,classifiedAs,589
Action value is abnormal,FailureMode,classifiedAs,589
Improper installation causing slippage,FailureMode,classifiedAs,589
Contact point malfunction,clean and repair the contact points,canBeMaintainedBy,589
Improper installation causing slippage,reinstall,canBeMaintainedBy,589
clean and repair the contact points,MaintenanceMethod,classifiedAs,589
reinstall,MaintenanceMethod,classifiedAs,589
Inspection and Maintenance of Low-Voltage Fuses,A Case Study Tutorial on Fault Diagnosis and Maintenance of Electromechanical Systems,isSubsectionOf,590
Inspection and Maintenance of Low-Voltage Fuses,Fuse Indicator,contains,590
Fuse Indicator,Low-Voltage Fuse,isPartOf,590
Fuse Indicator,Functioning Properly,hasProperty,590
Fuse Indicator,Visual Inspection,appliesTo,590
Visual Inspection,DiagnosticTechnique,classifiedAs,590
Visual Inspection,Overload Fault,appliesTo,590
Overload Fault,FailureMode,classifiedAs,590
Overload Fault,Single-Phase Operation,causes,590
Single-Phase Operation,FailureMode,classifiedAs,590
Fuse,ElectricalSystem,isPartOf,591
Fuse,RatedValue,hasProperty,591
Fuse,ProtectiveDevice,classifiedAs,591
FuseElement,Fuse,isPartOf,591
PorcelainBase,Fuse,isPartOf,591
Blade,Fuse,isPartOf,591
BladeHolder,Fuse,isPartOf,591
FuseTube,CartridgeFuse,isPartOf,591
Overheating,FalseTripping,causes,591
PoorContact,Overheating,causes,591
Overload,AsphaltLeakage,causes,591
PoorContact,AsphaltLeakage,causes,591
CopperAluminumJoints,Connection,isPartOf,591
HighAmbientTemperature,FalseTripping,causes,591
CopperWireSubstitution,FuseFailureToOperate,causes,591
MechanicalDamage,ReducedCrossSection,causes,591
ReducedCrossSection,FalseTripping,causes,591
FuseInspection,MaintenanceMethod,classifiedAs,591
FuseCleaning,MaintenanceMethod,classifiedAs,591
FuseReplacement,MaintenanceMethod,classifiedAs,591
FaultAnalysis,DiagnosticTechnique,classifiedAs,591
VisualInspection,DiagnosticTechnique,classifiedAs,591
Cracks,FailureMode,classifiedAs,591
FlashoverDischarge,FailureMode,classifiedAs,591
AsphaltLeakage,FailureMode,classifiedAs,591
Overheating,FailureMode,classifiedAs,591
FalseTripping,FailureMode,classifiedAs,591
FuseFailureToOperate,FailureMode,classifiedAs,591
InnerWallBurning,FailureMode,classifiedAs,591
ArcExtinctionFailure,FailureMode,classifiedAs,591
DustAccumulation,EnvironmentalFactor,classifiedAs,591
HighAmbientTemperature,EnvironmentalFactor,classifiedAs,591
Asphalt,Material,classifiedAs,591
CopperWire,Material,classifiedAs,591
SteelPaper,Material,classifiedAs,591
Porcelain,Material,classifiedAs,591
Common Faults and Repair Methods for Fuses,Fuse,contains,591
Common Faults and Repair Methods for Fuses,FuseElement,contains,591
Common Faults and Repair Methods for Fuses,Overheating,contains,591
Common Faults and Repair Methods for Fuses,FalseTripping,contains,591
