chunk_id,text,source
696,"2. Analysis and Testing Process Based on the fault description above, it can be determined that the power system has failed. The power system schematic is shown in Figure 6.7. Using this schematic, we can analyze the root cause of the failure. As evident from the diagram, the system uses the line voltage from the three-phase power supply as the input to transformer T1. The output from T1 is then rectified and filtered to produce a 24 V DC voltage, which powers the power-on indicator light HL2 as well as subsequent circuitry. Electricity. The contactor K0 coil voltage is 230 VAC. The diagnostic analysis process is as follows.",text-EN.txt
697,"Figure 6.7: Power System Schematic Step 1: Use a multimeter to check the coil voltage of contactor K0. The measured value is 230 V (as shown in Figure 6.8), confirming that the coil circuit is functioning properly. Step 2: Use a multimeter to measure the voltage on the input side of transformer T1 (as shown in Figure 6.9). The measured value is 400 V, indicating that contact K0 has already closed, and fuses F10 and F11 are functioning properly. This confirms that the transformer's input circuit is operating normally. Figure 6.8: Contactor Coil Voltage Measurement Figure 6.9: Measuring Input-Side Voltage of the Transformer – A Case Study on Fault Diagnosis and Maintenance of Electromechanical Systems 188 Step 3: Use a multimeter to measure the voltage on the output side of transformer T1. The measured actual value is 24 V, and the transformer is functioning properly (as shown in Figure 6.10). Step 4: Use a multimeter to check the input-side voltage of rectifier V1 (e.g., As shown in Figure 6.11, the measured value is 0 V. Step 5: Use a multimeter to check the voltage across fuse F12 (as shown in Figure 6.12). As shown), the measured actual value is 24 V. Therefore, fuse F12 is determined to be blown (under normal circumstances, the fuse… The F12 voltage of the device should be 0 V. Figure 6.11: Voltage at the Input Side of the Rectifier Figure 6.12: Voltage Across Fuse F12 3. Solution",text-EN.txt
698,Turn off the main power switch and replace the fuse with one of the same model. 6.4 Case Study on Electrical System Sensor Failures,text-EN.txt
699,"Fault Description After the system starts up, Rail 1 moves Rail 2 to the blank position by sliding it to the left (Step 1), then Rail 2 extends outward (Step 2), and finally, the pneumatic gripper picks up the blank part (Step 3), completing the process. However, Rail 2 does not retract afterward, meaning Step 4 is not executed. Fault Analysis and Troubleshooting: The PLC serves as the system’s control core, operating according to the system’s workflow diagram, which outlines all work steps—including the sequence of operations,",text-EN.txt
700,"The PLC outputs and actuator components for each step, as well as the detection sensors indicating whether each step has been completed—and their corresponding PLC input addresses—can be used to determine whether a fault lies in the control system’s input section or output section by observing the PLC’s input/output status (provided the control program is functioning correctly). 2. Analysis and Testing Process Based on the fault symptoms, locate the control schematic for Rail 2's motor, as shown in Figure 6.13. Then, conduct a diagnostic analysis by referring to Table 6.1 and the PLC system output port wiring diagram in Figure 6.14. Step 1: According to Figure 6.14 and Table 6.1, the coils of contactors KC7 and KC9 are controlled by the PLC, with addresses Q4.6 and Q5.0, respectively. Observe the status of the corresponding PLC output ports Q4.6 and Q5.0—both are measured at “0,” indicating no output (as shown in Figure 6.15). This essentially rules out a fault in the load controlled by the output terminals. Further analysis reveals that this system is a typical sequential control system. Since the PLC output port controlling Step 4 remains at “0” (no output), it’s possible—assuming the control program is correct—that the PLC has yet to receive the status signal confirming Step 3 has been completed. As per Table 6.1, Step 3 involves detecting whether the pneumatic fingers have closed to grip the part. The end.",text-EN.txt
701,"The sensor used is the SE5V, which corresponds to PLC input port address I1.6. Figure 6.13: Rail 2 Motor Control Schematic",text-EN.txt
702,"Figure 6.14: PLC Output Port Wiring Diagram Step 2: Observe the status of PLC input port I1.6 and measure that I1.6 is at “0” (as shown in Figure 6.16). This indicates that the sensor designed to detect whether the previous step has been completed has not sent a signal to the PLC. Consequently, the controller assumes the previous step is still ongoing and has therefore refrained from executing the current task (retraction of rail 2). Mechatronics System Fault Diagnosis and Maintenance Case Study Tutorial 190",text-EN.txt
703,Figure 6.15: Diagram of PLC Output Port Status,text-EN.txt
704,"Figure 6.16: Diagram of PLC Input Port Status Step 3: Use a multimeter to check the signal status of sensor SE5V (which functions to detect whether the pneumatic finger is closed). The voltage measured between terminals 1 and 3 was 24 V DC, indicating that the sensor’s power supply is functioning properly. Next, measure the voltage between terminals 1 and 4. 0 V, meaning the voltage at the sensor signal output is 0 V, resulting in no output signal (as shown in Figure 6.17). Figure 6.17: Detection Sensor SE5V Signal Conclusion: Based on the system's actual operation, the pneumatic finger has successfully completed the gripping action of the part. However, the SE5V sensor failed to detect this completed motion and did not send a status signal to the controller. Therefore, it is determined that the SE5V sensor has malfunctioned. 3. Solution",text-EN.txt
705,Turn off the main power switch and replace the sensor with one of the same model. Expanding Knowledge: Connecting Proximity Switches with PLCs,text-EN.txt
706,"PLC Digital Input Circuit The PLC digital input circuit is divided into DC input circuits (source-type input, sink-type input, and hybrid-type input) and AC input circuits. Enter the circuit. As shown in Figure 6.18, the DC input circuit works as follows: When the external switch is closed, the PLC's internal optocoupler's LED lights up, causing the phototransistor to saturate and conduct fully. This conduction signal is then transmitted to the processor, enabling the CPU to recognize that a signal has been input on this channel. Meanwhile, when the external... When the switch is open, the LED in the optocoupler turns off, the phototransistor cuts off, and the CPU detects no signal on that channel. Chapter 6: Simulation Software for Fault Diagnosis of Electromechanical Systems and Case Studies 191",text-EN.txt
707,"Figure 6.18 DC Input Circuit The AC input circuit is shown in Figure 6.19. As you can see, the main difference from the DC input circuit is the addition of a rectification stage. The typical input voltage for AC input is 220 V AC. After passing through resistor R to limit the current and capacitor C for isolation (which removes the DC component from the power supply), the AC signal is converted into DC via a bridge rectifier. After this step, the circuit operates on the same principle as a DC input circuit. Figure 6.19: AC Input Circuit From the analysis above, it can be seen that because the AC input circuit incorporates three additional stages—current limiting, isolation, and rectification—the delay time of the input signal is longer compared to a DC input circuit, which is its main drawback. However, since the input end operates at high voltage, the reliability of the input signal is significantly higher than in DC circuits. Typically, AC input methods are used in harsh environments characterized by oil mist, dust, or other challenging conditions where high response times are not critical. In contrast, DC input methods are preferred for cleaner environments with minimal electromagnetic interference and applications that demand faster response speeds. To illustrate this, let’s examine Mitsubishi PLC manufacturers’ definitions of sink and source configurations. 1) Open-collector input circuit The leakage-type input circuit is shown in Figure 6.20, where current flows into the PLC common terminal (COM terminal) and out from the input terminal—meaning the PLC common terminal is connected to the positive pole of an external DC power supply. 2) Source-type input circuit The circuit shown in Figure 6.18 is also a source-type input circuit. In this case, the current flows in the exact opposite direction compared to a sink-type circuit. In a source-type input circuit, current flows into the PLC's input terminal and out through the common terminal—meaning the common terminal is connected to the negative pole of the external power supply. Case Study Tutorial on Fault Diagnosis and Maintenance of Mechatronic Systems",text-EN.txt
708,"192 Figure 6.20: Common-Collector Input Circuit 3) Hybrid Input Circuit Because this type of PLC input terminal and common terminal can both source and sink current—meaning the PLC common terminal can be connected to either the positive or negative terminal of an external power supply—it simultaneously exhibits characteristics of both source-type and sink-type input circuits. Therefore, this type of input circuit is referred to as a hybrid input circuit. Its circuit configuration is illustrated in Figure 6.21. Figure 6.21: Hybrid Input Circuit When used as a source-type input, connect the negative terminal of the power supply to the common terminal; when used as a sink-type input, connect the positive terminal of the power supply to the common terminal. This allows wiring according to site-specific requirements, making the wiring process more flexible. It should be noted here that Mitsubishi and Siemens have exactly opposite definitions for source-type and sink-type input circuits. The explanation above follows Mitsubishi's classification method, so please keep this distinction in mind when using the system. 2. Connecting External Digital Signals to the PLC In addition to dry-contact signals like those from buttons, PLCs now also accept NPN and PNP collector-open output signals from certain sensors. Connecting dry contacts to the PLC input module is straightforward, so we won’t go into detail here. However, when it comes to choosing between NPN or PNP sensors for different PLC input circuits, users sometimes find themselves unsure of which to select. Below, we’ll explain how these two types of sensors connect to PLC input circuits. The configurations of NPN and PNP output circuits As shown in Figure 6.22, the output terminal OUT of the NPN collector-open circuit is connected to 0V through a switching transistor. When the sensor activates, the switching transistor saturates and turns on fully, connecting the OUT terminal directly to 0V and generating a low-level 0V signal at the output. The PNP collector… The output terminal OUT of the open-circuit output circuit is connected to +V through a switching transistor. When the sensor activates, the switching transistor saturates and turns on, connecting OUT directly to +V and generating a high-level +V signal at the output. Chapter 6: Simulation Software for Fault Diagnosis in Mechatronic Systems and Case Studies",text-EN.txt
709,"193 Figure 6.22 NPN open-collector output and PNP open-collector output Connecting NPN and PNP output circuits to PLC input modules (1) NPN collector-open output. From the above analysis, it is clear that the NPN collector-open output is at 0 V. When the output terminal OUT is connected to the PLC input, current flows from… The input from the PLC flows out and returns to the PLC's common terminal—this is known as the PLC's sink-type circuit configuration, specifically: NPN collector open-collector. PLCs accepting only sink-type (where the common terminal connects to the positive side of an external power supply) or mixed-type input circuit configurations, as shown in Figure 6.23. Figure 6.23: NPN Collector-Open Output and PLC Connection (2) PNP collector open-collector output. The PNP collector-open output provides a +V high level; when the output terminal OUT is connected to the PLC input, current flows into the PLC input and out through the PLC's common terminal. This configuration represents the PLC's source-type circuit form—specifically, the PNP collector-open output can only be connected to PLCs with either a source-type (where the common terminal is tied to the negative side of an external power supply) or a mixed-type input circuit, as illustrated in Figure 6.24. Figure 6.24: Connection Between PNP Collector-Open Output and PLC – A Case Study on Fault Diagnosis and Maintenance of Mechatronic Systems 194 Precisely because of the diversity in PLC input module circuit configurations and the variety of output signals from external sensors, it is essential to thoroughly understand the type of PLC input circuit and the format of the sensor's output signal before wiring the PLC input module. 6.5 Case Study on Electrical System Motor Failures",text-EN.txt
710,"Fault Description Guide rail 1 moves left to the blank part (Step 1), guide rail 2 extends outward (Step 2), the pneumatic gripper closes to pick up the part (Step 3), guide rail 2 retracts (Step 4), guide rail 1 moves right to the pre-compression cylinder position (Step 5), and finally, guide rail 2 extends again to the pre… Press position (Step 6), pneumatic finger opens (Step 7), guide rail 2 retracts to its original position and stops (Step 8), pre-pressure cylinder remains… There are protruding stamped parts. Step 8 is completed, but Step 9 has not been executed.",text-EN.txt
711,"Analysis and Testing Process As the system's control core, the PLC can determine whether a fault occurs in the electrical system's input or output section by monitoring the status of its input/output ports, according to System Workflow Table 6.1. By referring to Table 6.1 along with Figures 6.25 and 6.26, proceed to Step 9: The PLC should output Q5.1 to energize the solenoid directional control valve coil YH3V. Figure 6.25: Wiring Diagram of Solenoid Valve Coil to PLC Output Port Step 1: Observe the status of the PLC's corresponding output port (Q5.1). If Q5.1 is detected as ""1,"" it indicates that the controller has already sent the control signal to execute the action in Step 9—but this action has not been carried out. This strongly suggests that the fault lies either in the output section of the control system (the actuator) or in the hydraulic system. Step 2: Use a multimeter to measure the voltage across the 3V1 solenoid valve coil YH3V. The measured coil voltage is 24 V (as shown in Figure 6.27). Based on Steps 1 and 2, it can be determined that the electrical control section of the solenoid directional control valve is functioning properly with no faults. Now, let’s move on to the analysis.",text-EN.txt
712,"Hydraulic system. Step 3: As shown in Figure 6.28, use a pressure gauge to check the pump's outlet pressure. The measurement indicates an outlet pressure of 0 MPa, strongly suggesting either a hydraulic pump motor failure or a fault in the motor control circuit (motor is not running). Chapter 6: Simulation Software and Case Studies for Fault Diagnosis in Mechatronic Systems Figure 6.26: Hydraulic System Circuit Diagram",text-EN.txt
713,"Figure 6.27: Measuring the Coil Voltage of the Solenoid Valve Figure 6.28: Monitoring the Pump Outlet Pressure Step 4: The electrical control diagram for the hydraulic pump motor is shown in Figure 6.29. Measure the lines between the motor’s three-phase windings. Voltage measurements show 400 VAC between windings 1 and 2 (normal), and 400 V AC between windings 1 and 3 (normal). Between groups 2 and 3 is 400 V AC (normal). Conclusion: By measuring the voltage across each phase winding of the three-phase motor and finding that all phase voltages are within normal limits, we can conclude that the internal windings of the hydraulic pump motor have likely burned out and become open-circuited, or that some other motor fault has occurred. 3. Solution",text-EN.txt
714,"Disconnect the main power switch, repair the motor, or replace it with a motor of the same specifications. Case Studies in Electromechanical System Fault Diagnosis and Repair, Tutorial 196 Figure 6.29: Electrical Control Diagram of the Hydraulic Pump Motor 6.6 Case Study on PLC Output Module Failure in the Electrical System",text-EN.txt
715,"1. Fault Description Rail 1 has been moved to the left part library, while Rail 2 remains retracted—meaning Step 1 of the operation has been completed, but Step 2 has not yet been executed. 2. Analysis and Testing Process As the control core of the system, the PLC can determine whether a fault occurs in the electrical system's input or output section by monitoring the status of its input/output ports, according to System Workflow Table 6.1. According to the workflow diagram, Step 2 involves extending Guide Rail 2, with the PLC’s output ports Q4.5 and Q5.0 controlling contactors KC6 and KC9, respectively. The motor control schematic for Guide Rail 2 is illustrated in Figure 6.30. Figure 6.30: Rail 2 – Motor Control Schematic",text-EN.txt
716,"Chapter 6: Simulation Software and Case Studies for Fault Diagnosis in Mechatronic Systems, Page 197 Step 1: Observe the status of the PLC's output ports (Q4.5 and Q5.0). You measure Q4.5 to be in state ""1"" and Q5.0 in state ""0"" (as shown in Figure 6.31—normally, both should be ""1""). Additionally, you find that there is no voltage across the coil of KC9. Figure 6.31: Monitoring the Signal at the PLC Output Port Step 2: Measure the status of PLC input port I1.1, which corresponds to sensor SE1V that detects whether Step 1 has been completed. The measurement shows that I1.1 is in state ""1"". Assuming the control program is correct, both PLC outputs Q4.5 and Q5.0 should also be in state ""1"". Step 3: Further observe PLC output module 5 (as shown in Figure 6.32), and note that the status of all output ports with byte address 5 is “0”. Figure 6.32: Testing the PLC Output Module Conclusion: PLC output module 5 has failed. 3. Solution Disconnect the power supply and replace the PLC's output module. 6.7 Case Study on Pneumatic System Failures",text-EN.txt
717,"1. Fault Description Rail 1 is moved to the blank part (Step 1), rail 2 extends (Step 2), and the pneumatic gripper remains open (Step 3)—meaning Step 2 has been completed, while Step 3 is still pending. 2. Analysis and Testing Process According to system workflow table 6.1, to perform step 3, the PLC should output Q5.6 to control the solenoid valve coil. YP5V, which actuates the valve spool to drive the pneumati c finger into a closed position. The pneumatic circuit diagram for the pneumatic finger (gripper) is shown in Figure 6.33. Under normal circumstances, PLC output Q5.6 energizes YP5 V, activating the solenoid valve in its left position. Compressed air flows from port 2 through the throttle valve 5V3 and enters the rod-side chamber of cylinder 5A, causing the c ylinder piston rod to retract and closing the pneumatic gripper. Mechatronics System Fault Diagnosis and Maintenance Case Study Tutorial",text-EN.txt
718,198,text-EN.txt
719,"Step 1: Observe the status of the PLC's corresponding output port (Q5.6); the measurement shows that Q5 .6 is in state  ""1 "". Step 2: Use a multimeter to measure the voltage across the solenoid coil YP5V. The measured coil voltage is 24V. Based on Steps 1 and 2, it can be determined that the electrical  system is functioning properly with no faults. Now, let’s move on to analyzing the pneumatic system. Step 3: According to Figure 6.34, measure the pressure at the air port B of so lenoid valve 5V1. If the readings for air port P and air port B are both 6 bar (as shown in Figure 6.34), this indicates that the solenoid valve is functioning properly. Figure 6.3 3: Pneumatic Finger Pneumatic Circuit Diagram Figure 6.34: Pressure of the 5V1 Solenoid Valve Step 4: Measure the pressure at cylinder port 5A. The reading shows 6 bar at port B and also 6 bar at port A. Normally, when the cy linder retracts, port A acts as the exhaust port, and its pressure should be lower than 6 bar—ideally close to 0 bar. Step 5: Further measure the pressure at the 5V2 one-way thrott le valve’s air ports—specifically, the inlet port A reads 6 bar, while the exhaust port B shows 0 bar, as illustrated in Figure 6.35. Figure 6.35: Monitoring the Pressure of Thrott le Valve 5V2 Conclusion: When the cylinder retracts, the function of the 5V2 one-way throttle valve is to regulate the retraction speed of the cylinder. This process involves exhau st throttling. Measurements show that the inlet port A reads 6 bar, while the exhaust port B registers 0 bar, indicating that the 5V2 throttle valve is fully closed and not allowin g airflow. 3. Solution",text-EN.txt
720,Adjust the throttle valve from 5V2 to the appropriate opening to ensure the pneumatic finger picks up the part at the right speed. Chapter 6: Simulation Software for Electromechanical System Fault Diagnosis and Case Studies 199,text-EN.txt
721,"Sure! Here's the English content extracted from the provided manual, with all Chinese text removed:",text-EN.txt
722,"Security This industrial robot complies with current safety technical standards. However, violating these regulations could result in personal injury, damage to the robot, or other  equipment. Use is permitted only when the industrial robot is in perfect working condition, strictly adheres to all regulations, and operators maintain a strong safety awareness.  To ensure that any safety-related faults are promptly addressed, always follow the instructions outlined in this manual when operating the robot. Huashu Robotics Co., Ltd. is commi tted to providing reliable safety information but assumes no responsibility for it. Even when all operations are carried out strictly according to the safety instructions, there is  still no guarantee that the robot will not cause personal injury or property damage. 1.1 Instructions for the Safe Use of Robots Before installation, operation, maintenance, or ma jor repairs, be sure to familiarize yourself with this book and other accompanying documents, and use the product correctly. Please thoroughly review the equipment guidelines, safe ty information, and all relevant precautions before using the product. 1.1.1 Safety Precautions During Adjustment, Operation, Maintenance, and Related Processes (1) Operators shoul d wear work uniforms, safety helmets, safety shoes, and other appropriate protective gear. (2) Before powering on, ensure there are no operators within the robot's operational rang e. (3) When the robot is in automatic mode, no personnel are allowed to enter the robot's operating area. (4) Operators must disconnect the power supply before entering the robot's  operational area. Additionally, they should carry the teach pendant at all times to prevent unauthorized or accidental operation by others. (5) Whenever live electrical work such  as repairs or maintenance is required, two people should operate together: one person should always be ready to press the emergency stop button. One person operates the button, whi le the other carefully and swiftly carries out the task within the robot's operational range. Additionally, the retracing path must be confirmed before starting the作业. (6) The load  on the wrist and robotic arm must be kept within the allowable capacity range. Failure to comply with the permitted load limits may result in abnormal movement of mechanical compo nents or premature damage. (7) Use a carbon dioxide fire extinguisher in case of fire. (8) The emergency stop button must not be short-circuited. (9) Please read the instructions i n the  ""Precautions "" section of the  ""Mechanical Operation and Maintenance Manual. "" (10) Do not disassemble or operate any components not mentioned in the service manual. The robot is equipped with multiple self-diagnosis and anomaly detection features, allowing  it to safely shut down in case of an abnormality. Nevertheless, accidents caused by the robot still occur from time to time. These conditions are commonly found in robot accidents : (1) Perform automatic operation, ensuring no one is within the robot's range of motion. (2) After entering the robot's motion range for automatic operation mode, the robot unexpe ctedly moved.",text-EN.txt
723,"(3) Focus only on the robot ahead, ignoring all other robots. All of the above incidents were caused by  ""neglecting safety procedures, ""  ""failing to anticipate the robot's sudden movements, "" and other similar reasons. In other words, these accidents were triggered by unsafe behaviors such as  ""lack of concentration "" and  ""failure to follow operational protocols. ""  ""Emergency situations "" can easily lead to serious accidents, as their sudden nature leaves operators with insufficient time to press the  ""emergency stop "" or  ""evacuation "" button. Typically,  ""emergency situations "" encompass the following scenarios: (1) A slow motion suddenly transitions into high speed.",text-EN.txt
724,"(2) Operated by other carriers. (3) Another program was launched due to peripheral devi ce anomalies and software errors. (4) Abnormal actions caused by noise, malfunctions, defects, and the like.",text-EN.txt
725,"(5) Misoperation. (6) I had planned to perform the action at a low spee d, but ended up completing it at high speed instead. (7) The robot-carried workpiece fell and scattered all over the floor. (8) When the workpiece is clamped, the robot loses contr ol and enters an interlocked standby stop state. (9) The robot located next to or behind this robot performs the action. The examples above are just a few; in reality, ""emergencies"" can take many different forms. In most cases, people simply cannot ""stop"" or ""avoid"" these robots in the midst of sudden operations, so it’s crucial to immediately implement the following countermeasures to prevent such incidents from occurring. Attention: No approaching the robot. When the robot is not in use, ensure it cannot operate by pressing the ""Emergency Stop"" button or disconnecting the power supply. During robot operation, please assign a third-party monitoring personnel who can immediately press the emergency stop button to ensure safety. The robot must operate under the condition that the emergency stop button can be pressed at any time during operation. To comply with these principles, the latter's preventive measures must be thoroughly understood and strictly followed. 1.1.2 Safety Measures for the Robot Body When designing robots, unnecessary protrusions or sharp components should be eliminated, materials suitable for the working environment should be selected, and fail-safe protective structures should be incorporated to ensure the robot remains durable and prevents accidents during operation. Additionally, to ensure safety, robots should be equipped with malfunction detection and shutdown features, as well as an emergency stop function, while also incorporating interlock mechanisms to prevent risks triggered by peripheral equipment. When safety features or protective devices are turned off or removed, the robot must not operate. When installing the included machine onto the end effector or robotic arm, strictly follow this manual and use the bolts specified in the manual—both in terms of type and quantity. Be sure to tighten them using a torque wrench to the exact torque setting provided. Additionally, rusted or dirty bolts should not be used. Failure to tighten according to the specified or improper methods will lead to bolt loosening, which could subsequently cause a serious accident. When designing and manufacturing end effectors, ensure that the relevant data complies with the allowable load values of the robot wrist components. Adopt a fail-safe protection mechanism to ensure that, in the event of a power or compressed air supply failure at the end effector, the gripped object will neither be released nor drop. Additionally, pay attention to edges and protruding parts to prevent injury to personnel or damage to items. Providing power sources, compressed air, or welding cooling water that do not meet specifications is strictly prohibited, as this can compromise equipment performance, lead to abnormal operations, and even trigger dangerous situations such as malfunctions or damage. Although electromagnetic interference depends on its type or intensity, current technology still lacks effective countermeasures. When operating or powering up the robot, please follow the safety guidelines carefully. Additionally, recorded data may be lost due to factors such as electromagnetic interference, other types of noise, or substrate defects. Therefore, please back up the program or constants to an external storage medium, such as a CompactFlash card. In large systems where multiple operators work simultaneously, operators should use gestures—or other polite communication methods—to accurately convey their true intentions when needing to interact over long distances. Noise and other environmental factors can undermine communication effectiveness and even lead to accidents. Industrial robot gestures (example) Operators should always be prepared to evacuate from hazards during the work process. This way, they can escape danger in an emergency. Always focused on the robot's movements, unable to re-engage with the robot. Delayed responses from robots can also lead to accidents. In case of an emergency, please immediately press the emergency stop button. This clause must always be strictly adhered to. Based on the site conditions and operational tasks, prepare job procedures and checklists covering robot startup methods, operating instructions, and troubleshooting steps, and ensure strict adherence to these procedures during execution. Relying solely on operators' memory or experience for operations will lead to accidents due to their forgetfulness and mistakes. When the robot doesn't need to move or perform any actions, please disconnect the power supply to continue operation. Before teaching, confirm the number of procedures or steps, then proceed with the operation.",text-EN.txt
726,"Incorrectly editing the program or steps will lead to accidents. Use the storage protection feature to safeguard completed programs against accidental editing. After completing the teaching operation, manually check the robot's status at low speed. If the robot is immediately operated in automatic mode at 100% speed, factors such as program errors could lead to accidents. After the teaching operation is completed, cleaning should be carried out immediately, and ensure that all tools have been put away. Any oil spills or leftover tools in the work area can easily lead to safety hazards such as slips and falls. Ensure safety during the cleaning process. Please secure the robotic arm before removing the motor. Please secure the robotic arm before removing the motor. 1.2 Transporting, transferring, or selling the robot Unless the original sales contract includes specific provisions, safety-related terms will not be inherited by the new recipient when the robot is transported, transferred, or sold overseas. The original customer should sign a new contract with the new successor. When transporting, transferring, or selling this robot, please ensure that the operation manual, maintenance guide, and any other relevant documents included with the device are also handed over to the new user. Customers are responsible for preparing operation and maintenance manuals in the appropriate language, as well as changing the display language, when shipping, transferring, or exporting robots to foreign countries—and must also ensure compliance with local laws and regulations. New users, without reading the operation manual, may perform improper or unsafe actions, potentially leading to accidents. 1.3 Abandoned Robots Do not disassemble, heat, or incinerate the batteries used in control devices and the robot body, as this may cause fire, rupture, or combustion. After disassembly, do not discard the control unit's baseplate and components directly, as sharp edges from cracks, cuts, or other damaged areas, along with exposed wires, could cause injury. Please remove the cables and external circuit wires from the connectors and junction boxes, then discard them directly—no further disassembly is required. Otherwise, operators could risk cuts to their hands or eyes from sharp conductors or other objects. Please exercise caution during the disposal process to avoid pinching or getting injured. Discarded items should be disposed of safely. To prevent environmental pollution, waste materials such as used batteries and waste oils should be properly managed according to local environmental regulations. 2 Basic Instructions",text-EN.txt
727,"2.1 Type and Specification Description Company robot types: HSR – X X X X X – X X X X/ X X 2.2 Composition of the Robotic Mechanical System The robotic mechanical system refers to the fundamental mechanical components of the robot's body, including parts such as the base, main arm, forearm, and wrist. For a detailed overview of how these systems are interconnected, refer to Figure 2.1. For more detailed structural information, please consult Figures 2.1 through 2.7. 2.3 Mechanical Performance Parameters",text-EN.txt
728,"Table 2.1 Robot Performance Parameters Table 2.2: Range of Motion for Each Joint Note: For adjustments to the angles of individual joints, please consult our company.",text-EN.txt
729,"2.4 Handling and Storage This section outlines the unpacking, handling, and associated precautions for the robot; in principle, cranes or forklifts should be used for robot transportation. During the transport and storage of the HSR-JR615-2000/HSR-JR620-1800/HSR-JR630-1800 industrial robots, it’s essential to take appropriate preventive measures: ensure that the temperature in the transport and storage environment remains between -25°C and 55°C, while also allowing for short-term exposure (no longer than 24 hours) to extreme temperatures up to 70°C. To prevent damage to electrical components, make sure to implement proper moisture protection and avoid severe impacts, vibrations, shocks, and rough handling during transit. 2.4.1 Unboxing",text-EN.txt
